Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate,Summary
User1710,28,Other,Chennai,Non-Vegetarian,Flexible,Very Clean,Yes,"Chatty and helpful, often invites friends over","Open-minded, talkative, doesn't mind visitors","User1710 is seeking a roommate who is open-minded, talkative, and comfortable with having visitors over. They are a social and friendly individual who enjoys having company and engaging in conversations. Their flexible sleep routine and non-vegetarian diet suggest that they are adaptable and easy-going. With a very clean level of cleanliness, they value a tidy living environment and likely appreciate a roommate who shares this trait. Overall, User1710 seems like a sociable and accommodating individual who would make a great roommate for someone who enjoys a lively and inviting living space."
User7984,28,Male,Kolkata,Eggetarian,Night owl,Very Clean,Yes,"Late night gamer, loves anime and group activities","Studious, respects space, loves cricket","Overall, User7984 is a social and active individual who enjoys a mix of relaxation and entertainment. They are seeking a like-minded roommate who values a balance between personal time and social interactions."
User3430,19,Male,Chennai,Eggetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities","Open-minded, talkative, doesn't mind visitors","Overall, User3430 seems to be a social and outgoing individual who enjoys a mix of relaxation and social activities. They are looking for a roommate who shares similar interests and is open-minded and sociable."
User9692,22,Female,Ahmedabad,Eggetarian,Night owl,Very Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions","Their hobbies include reading, painting, and playing badminton.

They are currently studying Computer Science at a local university and are passionate about pursuing a career in software development.

Overall, User9692 is a friendly, outgoing individual who values cleanliness and enjoys socializing with others who share their interests and lifestyle preferences."
User4522,24,Female,Hyderabad,Non-Vegetarian,Night owl,Moderately Clean,No,"Spiritual, practices yoga, needs silence in mornings","Friendly, okay with music, respects privacy","They are currently studying for their Master's degree in Psychology and enjoy reading, painting, and going for long walks in their free time. They are looking for a roommate who is friendly and respectful of their need for silence in the mornings."
User6120,24,Female,Chennai,Non-Vegetarian,Early riser,Messy,No,"Extroverted, loves socializing, watches late-night IPL","Friendly, okay with music, respects privacy","Their hobbies/interests include: Reading, listening to music, cooking, and watching movies.

They are currently pursuing a degree in Business Administration and are looking for a roommate who is also a student or working professional.

Overall, User6120 is a sociable and outgoing individual who values personal space and a clean living environment."
User2398,19,Female,Mumbai,Eggetarian,Flexible,Moderately Clean,Yes,"Studies long hours, needs cooperative environment","Quiet, non-smoker, prefers early mornings","Their hobbies include reading, watching movies, and exploring new food places.  
They are pursuing a degree in Business Administration and are focused on their studies.  
They are looking for a roommate who is respectful of their study habits and values a peaceful living environment."
User6400,28,Male,Lucknow,Non-Vegetarian,Flexible,Moderately Clean,Occasionally,"Introverted, enjoys quiet time, loves reading novels",Enjoys shared meals and group chats,They prefer someone who is respectful of their need for quiet time and enjoys discussing books and literature. A non-smoker would be preferred.
User6119,23,Male,Jaipur,Eggetarian,Early riser,Very Clean,Occasionally,"Chatty and helpful, often invites friends over","Similar sleep schedule, respectful of boundaries",They prefer a roommate who is tidy and respectful of shared spaces. They are open to socializing and having friends over occasionally.
User2773,23,Other,Pune,Vegetarian,Night owl,Messy,Yes,"Spiritual, practices yoga, needs silence in mornings","Night owl, enjoys late-night discussions","Their preferred living environment is: Quiet and peaceful, with minimal noise in the mornings.  
They are open to having occasional guests over but prefer a calm and relaxed atmosphere at home.  
They value privacy and personal space but also appreciate social interactions with their roommate.

Overall, User2773 is seeking a roommate who shares similar lifestyle preferences and values a harmonious living environment."
User1430,27,Other,Chennai,Vegetarian,Early riser,Moderately Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Non-smoker, introverted and cooperative","Their hobbies/interests include: Reading, yoga, cooking, and exploring new cafes in the city.

They are currently pursuing a degree in Computer Science and working part-time as a freelance web developer. 

They are looking for a roommate who is respectful of their space and boundaries, and who values open communication and cooperation in maintaining a peaceful living environment."
User6751,18,Male,Bangalore,Eggetarian,Flexible,Moderately Clean,Yes,"Focused student, prefers early mornings and chai","Quiet, non-smoker, prefers early mornings","🏠 Preferred Accommodation:

User6751 is looking for a shared accommodation in Bangalore, preferably in a quiet and peaceful neighborhood. They prefer a clean and organized living space with access to basic amenities. A well-ventilated room with natural light would be ideal for them.

🍽️ Food Preferences:

As an Eggetarian, User6751 enjoys meals that include eggs but are open to trying new vegetarian dishes as well. They prefer home-cooked meals but are also comfortable with eating out occasionally. A roommate who shares similar dietary preferences or is accommodating of their choices would be a good fit for them.

💤 Sleep Routine:

User6751 has a flexible sleep routine but generally prefers early mornings. They value a good night's sleep and appreciate a peaceful environment to rest and recharge. A roommate who respects their need for a quiet and calm sleeping space would be a great match for them.

🧹 Cleanliness Level:

Described as moderately clean, User6751 values a tidy living environment but may not be overly strict about cleanliness. They are willing to contribute to household chores and maintain shared spaces in a reasonably clean condition. A roommate who shares similar cleanliness habits and is willing to communicate openly about household responsibilities would be an ideal match for them."
User2503,26,Male,Lucknow,Non-Vegetarian,Night owl,Moderately Clean,Yes,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats,"🏠 Preferred Living Arrangement:  
User2503 is looking for a roommate who is sociable and enjoys group activities. They prefer a living arrangement where they can share meals and engage in group chats. Additionally, they are a night owl, so they would likely prefer a roommate who is also comfortable with a late-night schedule. 

If you think you would be a good match for User2503 based on their preferences and interests, feel free to reach out to them for potential roommate opportunities!"
User6314,27,Other,Mumbai,Vegetarian,Early riser,Very Clean,Occasionally,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy","🏡 Housing Preferences:

User6314 is looking for a private room in a shared apartment or house in Mumbai.  
Their ideal living situation includes a clean and organized living space, access to natural light, and a peaceful environment.  
They are open to living with roommates who share similar lifestyle preferences and values.

💼 Work/Education:

User6314 is a student pursuing studies in an unspecified field.  
They are seeking a quiet and conducive environment for studying and personal growth.  
They are looking for a roommate who understands the importance of academic pursuits and respects their study habits.

🌿 Lifestyle:

User6314 leads a healthy and vegetarian lifestyle.  
They prioritize cleanliness and organization in their living space.  
They value quiet time for reading, relaxation, and personal reflection.

🎶 Interests/Hobbies:

User6314 enjoys reading novels, listening to music, and engaging in creative activities.  
They appreciate art, culture, and exploring new ideas.  
They are looking for a roommate who is open to sharing interests and hobbies, while also respecting each other's personal space.

Overall, User6314 is seeking a compatible roommate who shares similar values, lifestyle preferences, and interests. They value mutual respect, communication, and a harmonious living environment."
User5458,25,Other,Lucknow,Non-Vegetarian,Flexible,Moderately Clean,No,"Minimalist, avoids clutter, prefers peaceful environment","Similar sleep schedule, respectful of boundaries","They are currently studying Computer Science at a local university and enjoy coding in their free time. They are also interested in photography and love exploring new places to take pictures. In their downtime, they enjoy watching movies and reading books in various genres.

User5458 is looking for a roommate who is responsible, respectful, and easy to get along with. They value open communication and mutual respect in a living situation. They prefer a calm and peaceful environment to focus on their studies and hobbies. If you think you would be a good match as a roommate for User5458, feel free to reach out to them!"
User9394,19,Female,Lucknow,Vegetarian,Night owl,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Minimalist, prefers clean and peaceful room",They are currently studying at a local university and are looking for a roommate who is respectful and considerate. They enjoy watching movies in their free time and prefer to keep shared spaces clean and organized. They are open to occasional smoking or drinking but prefer a peaceful and clean living environment.
User9633,28,Female,Delhi,Vegetarian,Night owl,Messy,Yes,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries","🏠 Preferred living arrangements: Open to sharing a room or living in a shared apartment/house.

📅 Move-in date: Flexible, but looking to move in within the next few months.

💰 Budget: Looking to split rent and utilities evenly with a roommate.

🌱 Additional information: Enjoys cooking vegetarian meals, listening to music, and occasional movie nights. Prefers a calm and peaceful living environment."
User5938,21,Male,Chennai,Non-Vegetarian,Night owl,Very Clean,Yes,"Chatty and helpful, often invites friends over","Open-minded, talkative, doesn't mind visitors","🏠 Housing Preferences:
- Location: Chennai
- Rent Budget: Flexible
- Preferred Accommodation: Apartment or shared housing
- Move-in Date: Flexible

🔍 Additional Information:
- Interests: Gaming, watching movies, cooking, socializing
- Work/School: Currently a student at a local university
- Pet Preferences: No pets

🤝🏼 If you think you'd be a good match as a roommate for User5938, feel free to reach out to them for further discussions!"
User3878,20,Female,Ahmedabad,Eggetarian,Early riser,Messy,Occasionally,"Late night gamer, loves anime and group activities","Friendly, okay with music, respects privacy","Their preferred living environment is: A cozy and welcoming space with good natural light.  
They are open to living with both male and female roommates.  
Their hobbies include gaming, watching anime, and exploring new music.  
They are also interested in joining group activities and socializing with their roommates.  
Overall, they are looking for a roommate who is easy-going, respectful, and enjoys a balance of alone time and socializing."
User7505,18,Female,Delhi,Non-Vegetarian,Early riser,Moderately Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Studious, respects space, loves cricket",They are currently studying Economics at a local university and are involved in various extracurricular activities such as volunteering and sports. They are looking for a roommate who shares similar values and interests to create a harmonious living environment.
User7626,28,Female,Chennai,Vegetarian,Night owl,Very Clean,No,"Focused student, prefers early mornings and chai","Studious, respects space, loves cricket",Their preferred roommate should also be a non-smoker and non-drinker.
User8538,23,Male,Lucknow,Vegetarian,Early riser,Moderately Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Night owl, enjoys late-night discussions","User8538 is a calm and spiritual individual who values their morning silence and practices yoga regularly. They are seeking a roommate who is a night owl and enjoys engaging in late-night discussions. They follow a vegetarian diet and have a moderately clean lifestyle. Occasionally, they smoke or drink. If you are someone who aligns with these preferences, User8538 may be the perfect roommate for you."
User2288,24,Female,Pune,Vegetarian,Night owl,Very Clean,Yes,"Studies long hours, needs cooperative environment","Friendly, okay with music, respects privacy","🏠 Preferred Accommodation:
- Looking for a shared apartment in a safe and convenient location in Pune.
- Preferably with access to public transportation and nearby amenities.

💰 Budget:
- Flexible budget but looking for a reasonably priced accommodation.

📅 Move-in Date:
- Planning to move in by the end of the month.

📝 Additional Information:
- Enjoys cooking and trying out new recipes.
- Enthusiastic about music and occasionally plays musical instruments.
- Values open communication and resolving conflicts peacefully.
- Interested in exploring the city and trying out new activities."
User9693,26,Male,Pune,Non-Vegetarian,Flexible,Messy,Yes,"Loves cooking, listens to music while studying","Friendly, okay with music, respects privacy","🏠 Preferred Living Arrangement:
User9693 is looking for a roommate who is friendly, okay with music, and respects privacy. They prefer a living arrangement where they can have their own space to study and relax, but also enjoy cooking and sharing meals with their roommate. 

🚭🍹 Smoking and Drinking Habits:
User9693 smokes and drinks, so they would prefer a roommate who is comfortable with these habits or at least respectful of their choices. 

🎶📚 Study and Relaxation Preferences:
User9693 enjoys listening to music while studying, so they would appreciate a roommate who is okay with background noise. They also value their privacy and personal space for relaxation.

🍳🍽 Cooking and Meal Sharing:
User9693 loves cooking and would enjoy sharing meals with their roommate. They are looking for someone who appreciates good food and is open to cooking together or taking turns preparing meals.

Overall, User9693 is seeking a roommate who is friendly, respectful of their habits, and can create a harmonious living environment where they can study, relax, and enjoy good food together."
User3399,22,Male,Bangalore,Eggetarian,Early riser,Messy,Yes,"Focused student, prefers early mornings and chai","Minimalist, prefers clean and peaceful room","They are currently studying Computer Science at a local university and enjoy spending their free time coding and exploring new technologies. They are looking for a roommate who values a quiet and tidy living space, as they prefer a calm environment for studying and relaxation. In their spare time, they enjoy reading books, going for walks, and trying out new recipes in the kitchen."
User8601,27,Other,Kolkata,Eggetarian,Flexible,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Non-smoker, introverted and cooperative","Their preferred living situation is: A quiet and peaceful environment where they can focus on their studies or work. 

Overall, User8601 is a laid-back individual who values cleanliness and privacy in their living space. They are seeking a roommate who shares similar values and can create a harmonious living environment together."
User6179,20,Female,Mumbai,Non-Vegetarian,Night owl,Messy,No,"Minimalist, avoids clutter, prefers peaceful environment","Studious, respects space, loves cricket","They are currently studying Computer Science at a local university and enjoy coding in their free time. They are also a fan of watching cricket matches and enjoy playing video games. In their spare time, they like to read mystery novels and watch TV shows. 

Overall, they are a quiet and independent individual who is looking for a roommate who shares similar interests and respects their personal space."
User1920,23,Other,Mumbai,Non-Vegetarian,Night owl,Moderately Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Non-smoker, introverted and cooperative","🏠 Housing Preferences:

User1920 is looking for a private room in a shared apartment in Mumbai.  
They prefer a quiet and peaceful living environment.  
Their budget for rent is moderate.

📍 Preferred Location:

User1920 prefers a location in a residential area with easy access to public transportation.  
They would like to be close to amenities such as grocery stores, cafes, and parks.  

📅 Move-in Date:

User1920 is looking to move in within the next month.  
They are flexible with the exact move-in date.  

📧 Contact:

If you are a potential roommate match for User1920, please feel free to reach out to them via their profile."
User5703,19,Other,Mumbai,Eggetarian,Flexible,Messy,No,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket","🏠 Living Preferences:
- Preferred accommodation: Shared apartment or dorm
- Budget: Flexible
- Duration: Long-term
- Move-in date: Flexible

📚 Education:
- Currently enrolled in a Bachelor's degree program in Mumbai
- Majoring in Business Administration
- Interested in extracurricular activities and social events on campus

💼 Work:
- Part-time job as a tutor for high school students
- Internship experience in marketing and sales

🎯 Interests:
- Cricket enthusiast, enjoys playing and watching matches
- Enjoys exploring new cafes and restaurants in the city
- Interested in photography and social media

🌟 Personal Qualities:
- Friendly and approachable
- Responsible and reliable
- Open-minded and adaptable to new experiences

🔍 Additional Information:
- Prefers a roommate who values open communication and mutual respect
- Enjoys hosting small gatherings and movie nights
- Likes to maintain a balance between socializing and personal time"
User1672,25,Other,Hyderabad,Non-Vegetarian,Flexible,Moderately Clean,Occasionally,"Focused student, prefers early mornings and chai","Quiet, non-smoker, prefers early mornings","Overall, User1672 seems to be a focused and responsible student who values cleanliness and a healthy lifestyle. They are looking for a roommate who shares similar habits and preferences, such as being quiet, non-smoking, and enjoying early mornings."
User8381,19,Female,Mumbai,Eggetarian,Flexible,Very Clean,Yes,"Loves cooking, listens to music while studying","Minimalist, prefers clean and peaceful room","Their hobbies/interests include cooking, music, and studying. 
They are currently studying at a university in Mumbai. 

User8381 is looking for a roommate who is a minimalist and values cleanliness and peace in their living space. They are open to roommates who may smoke or drink but prioritize a clean and peaceful environment."
User8199,26,Other,Jaipur,Vegetarian,Night owl,Moderately Clean,No,"Spiritual, practices yoga, needs silence in mornings","Open-minded, talkative, doesn't mind visitors","🏡 Housing Preferences:
- Location: Jaipur
- Budget: Flexible
- Preferred Accommodation: Apartment or shared house
- Move-in Date: Flexible

🤝 Roommate Expectations:
- Respectful of personal space and boundaries
- Clean and tidy in shared living spaces
- Communicative and open to resolving any conflicts peacefully
- Enjoys occasional socializing and gatherings with friends

🎯 Goals:
- Focus on personal growth and self-improvement
- Maintain a healthy and balanced lifestyle
- Pursue spiritual practices and mindfulness
- Excel in academic or professional endeavors

🌟 Additional Information:
- Enjoys nature walks, meditation, and reading
- Values peace and tranquility in living environment
- Interested in exploring new experiences and cultures
- Enthusiastic about building a supportive and harmonious living environment with a roommate

📧 Contact Information:
- Email: user8199@gmail.com
- Phone: (123) 456-7890
- Preferred method of contact: Email or text message"
User6543,28,Other,Delhi,Eggetarian,Flexible,Moderately Clean,Yes,"Late night gamer, loves anime and group activities","Friendly, okay with music, respects privacy","🏡 Preferred Living Arrangement: Looking for a shared apartment in a lively neighborhood with easy access to public transportation.

💼 Occupation: Currently working in the IT industry as a software developer.

🎶 Hobbies: Enjoys playing video games, watching anime, listening to music, and participating in group activities such as board games or sports.

📚 Education: Holds a Bachelor's degree in Computer Science from a reputable university.

🌟 Interests: Interested in technology, gaming, anime, and exploring new places and cuisines.

🐾 Pets: Open to living with pets as long as they are well-behaved and not too noisy.

🔒 Personal Beliefs: Respects all beliefs and values diversity in opinions and lifestyles.

🌈 LGBTQ+ Friendly: Open and accepting of all individuals regardless of their sexual orientation or gender identity.

🗺️ Travel: Enjoys traveling and exploring new cultures, would love to have a roommate who shares a similar interest in travel."
User7333,22,Female,Jaipur,Vegetarian,Night owl,Very Clean,Occasionally,"Focused student, prefers early mornings and chai","Non-smoker, introverted and cooperative","🏡 Preferred Accommodation:

User7333 is looking for a private room in a shared apartment or house in Jaipur. They prefer a quiet and clean living space conducive to studying.

📅 Move-in Date:

They are looking to move in by the end of the month and are flexible with the move-in date.

💸 Budget:

Their budget for rent is around INR 8000-10000 per month, including utilities.

📋 Additional Information:

User7333 is a final year student pursuing a degree in Computer Science. They are quiet and focused on their studies but also enjoy socializing occasionally. They are looking for a roommate who respects their space and shares similar interests in early mornings and tea."
User6082,28,Other,Lucknow,Vegetarian,Flexible,Messy,Yes,"Minimalist, avoids clutter, prefers peaceful environment","Night owl, enjoys late-night discussions","Their hobbies and interests include reading, meditation, and exploring new cafes in the city.  
They are currently pursuing a degree in Psychology and are passionate about mental health awareness and advocacy.  
In their free time, they enjoy watching documentaries and attending yoga classes.

They are looking for a roommate who is respectful of their space and belongings, open-minded, and communicative.  
They prefer a roommate who is responsible with shared chores and expenses, and values open and honest communication in their living space."
User7171,28,Female,Bangalore,Eggetarian,Flexible,Messy,Occasionally,"Studies long hours, needs cooperative environment","Friendly, okay with music, respects privacy","🏠 Preferred Living Arrangement:  
- Looking for a private room in a shared apartment/house in Bangalore.  
- Budget: Flexible, looking for affordable options.  
- Move-in Date: Flexible, looking to move in within the next month.  

📅 Availability for Meet-Up:  
- Available for in-person or virtual meet-ups on weekends or evenings.  
- Preferred communication: Text or call.  

🌟 Interests & Hobbies:  
- Enjoys cooking, reading, listening to music, and watching movies.  
- Interested in exploring new cafes and restaurants in the city.  

🔍 Additional Information:  
- Prefers a quiet and peaceful living environment.  
- Not a party person, but open to occasional gatherings or social events.  
- Respects boundaries and expects the same from potential roommates.  

🤝 If you think you would be a good match as a roommate for User7171, feel free to reach out to them for further discussion!"
User7937,26,Female,Delhi,Non-Vegetarian,Night owl,Very Clean,Yes,"Late night gamer, loves anime and group activities","Minimalist, prefers clean and peaceful room","Their hobbies and interests include: gaming, watching anime, going out with friends, and exploring new places.  
They are currently studying for a degree in Computer Science and working part-time as a freelance graphic designer.  
Budget-wise, they are looking for a roommate who is willing to split expenses evenly and prioritize a clean living space.  
Overall, they are friendly, outgoing, and open to making new friends."
User4145,21,Male,Bangalore,Vegetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Night owl, enjoys late-night discussions","🏡 Preferred Accommodation: A quiet and tidy living space with a study area. 

📚 Academic Interests: Engineering, particularly interested in computer science and technology.

🎯 Goals: Striving to excel in academics and pursue a successful career in the tech industry.

💬 Interests: Enjoy discussing new technologies, gaming, watching movies, and trying out new vegetarian recipes.

👥 Social Life: Enjoys small gatherings with close friends, but also values personal space and alone time. 

🌟 Strengths: Hard-working, organized, and adaptable. 

🔍 Roommate Preferences: Looking for a roommate who is respectful, clean, and shares similar interests in technology and late-night conversations.

🤝 Communication Style: Open to discussing any concerns or issues openly and finding solutions together. 

Overall, User4145 is a dedicated and focused individual looking for a compatible roommate to share their living space with."
User1618,28,Female,Jaipur,Vegetarian,Flexible,Moderately Clean,Yes,"Focused student, prefers early mornings and chai","Clean and organized, no frequent guests",They are open to sharing a living space with someone who is respectful of their lifestyle choices and study habits.
User3712,25,Male,Lucknow,Non-Vegetarian,Flexible,Messy,Yes,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket","Their hobbies and interests include watching movies, playing video games, and going out for long drives. They are also a fan of cricket and enjoy watching matches with friends.

User3712 is currently pursuing a degree in Computer Science and is passionate about technology and programming. They are looking for a roommate who is studious and respectful of their space, but also enjoys socializing and watching cricket matches together. 

Overall, User3712 seems like a friendly and sociable individual who would make a great roommate for someone who shares similar interests and values."
User5668,25,Male,Ahmedabad,Vegetarian,Night owl,Moderately Clean,Yes,"Late night gamer, loves anime and group activities","Studious, respects space, loves cricket","🏡 Housing Preferences:

- Location: Ahmedabad
- Budget: Flexible
- Roommate Gender Preference: No preference
- Roommate Age Preference: 20-30 years old

📅 Availability:

They are looking to move in by next month."
User8218,25,Female,Lucknow,Eggetarian,Flexible,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Studious, respects space, loves cricket","🏡 Living Preferences:

User8218 is looking for a roommate who is tidy and respectful of personal space. They are open to living with someone who enjoys cricket and values studying. 

🍳 Cooking Preferences:

User8218 loves cooking and enjoys preparing meals. They may be open to sharing cooking responsibilities with a roommate who also enjoys cooking.

🎶 Lifestyle Preferences:

User8218 enjoys listening to music while studying and may appreciate a roommate who respects their study time and personal space. 

🚭🍺 Smoking and Drinking Preferences:

User8218 mentions that they smoke and drink, so they may prefer a roommate who is also comfortable with these habits or at least respects their choices. 

Overall, User8218 seems like a friendly and easy-going individual looking for a compatible roommate to share a living space with."
User3267,22,Male,Kolkata,Non-Vegetarian,Flexible,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Friendly, okay with music, respects privacy","Their hobbies and interests include: Reading, listening to music, playing video games, and exploring new restaurants.  
They are currently pursuing a degree in Computer Science and are passionate about technology and programming.  
In their free time, they enjoy watching movies and hanging out with friends.

They are looking for a roommate who is respectful, considerate, and easy to get along with. They value open communication and a peaceful living environment."
User5670,19,Male,Chennai,Non-Vegetarian,Flexible,Very Clean,No,"Extroverted, loves socializing, watches late-night IPL","Similar sleep schedule, respectful of boundaries",They prefer roommates who are also non-smokers and non-drinkers.
User8391,23,Male,Lucknow,Vegetarian,Night owl,Messy,No,"Loves cooking, listens to music while studying","Open-minded, talkative, doesn't mind visitors","Their hobbies include cooking, listening to music, reading, and watching movies.  
They are currently pursuing a degree in Computer Science.  
Their favorite subjects are programming and data structures.  
They are looking for a roommate who is open-minded, talkative, and doesn't mind visitors.  
In their free time, they enjoy trying out new recipes and exploring different cuisines.  
They are also interested in learning new languages and traveling to different countries.  
Overall, they are a friendly and outgoing individual looking for a like-minded roommate to share their living space with."
User2337,23,Male,Delhi,Non-Vegetarian,Early riser,Messy,Occasionally,"Late night gamer, loves anime and group activities","Clean and organized, no frequent guests","They prefer someone who shares similar interests such as gaming, watching anime, and participating in group activities. They would also prefer a roommate who does not smoke or drink excessively."
User3254,18,Female,Kolkata,Eggetarian,Early riser,Messy,No,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket","🏠 Preferred Accommodation: Looking for a shared apartment near their college campus in Kolkata. 

💰 Budget: Their budget is moderate, looking for a roommate to split costs.

📅 Move-in Date: They are looking to move in by the start of the upcoming semester.

📧 Contact: Feel free to reach out to User3254 if you think you would be a good match as roommates!"
User1086,19,Male,Chennai,Vegetarian,Early riser,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Night owl, enjoys late-night discussions","Overall, User1086 seems to be a responsible and sociable individual who values cleanliness and enjoys engaging in discussions. They are looking for a roommate who shares their interests in late-night conversations and is possibly a night owl."
User7934,19,Female,Hyderabad,Non-Vegetarian,Early riser,Very Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Studious, respects space, loves cricket","🏠 Preferred Accommodation: They are looking for a shared apartment or flat in a quiet and peaceful neighborhood in Hyderabad.

💰 Budget: Their budget for accommodation is moderate and they are open to discussing and sharing expenses with their roommate.

📅 Move-in Date: They are looking to move in by the end of the month and are open to discussing and finalizing the move-in date with their potential roommate.

📧 Contact: If you think you would be a good match as a roommate for User7934, feel free to reach out to them via their profile on the roommate matching platform."
User8489,19,Male,Kolkata,Eggetarian,Flexible,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Studious, respects space, loves cricket","Overall, User8489 is a dedicated student who values cleanliness and a cooperative environment. They enjoy cricket and are looking for a roommate who is also studious and respectful of personal space."
User4963,20,Female,Lucknow,Vegetarian,Flexible,Moderately Clean,Yes,"Enjoys movies, keeps shared areas clean","Open-minded, talkative, doesn't mind visitors","Their hobbies and interests include watching movies, reading, and exploring new places. They are currently pursuing a degree in Psychology and are passionate about mental health awareness and advocacy. 

In terms of living preferences, they prefer a quiet and peaceful living environment with occasional social gatherings. They are respectful of personal space and boundaries but also enjoy engaging in conversations and building a friendly relationship with their roommates. 

Overall, they are looking for a roommate who is open-minded, communicative, and understanding. Someone who is comfortable with visitors occasionally and values cleanliness in shared living spaces."
User4068,28,Other,Mumbai,Eggetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Night owl, enjoys late-night discussions","🏠 Preferred living arrangements: Shared accommodation in a quiet and clean environment.  
Budget: Flexible, as long as it is reasonable for the location and amenities.  
Move-in date: Flexible, preferably within the next month.  

🌟 Interests:  
- Studying and learning new things  
- Late-night discussions and deep conversations  
- Watching movies and TV shows  
- Trying out new recipes and cooking  

👥 About me:  
I am a dedicated student who values a peaceful and cooperative living environment. I enjoy spending late nights studying and having intellectual discussions with roommates. I am respectful of others' space and belongings, and I always strive to maintain a clean and organized living space. In my free time, I like to relax by watching movies or experimenting with cooking. I am open to making new friends and creating a positive living experience for both myself and my future roommate."
User9316,26,Male,Lucknow,Non-Vegetarian,Early riser,Messy,No,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats,"They are currently studying Computer Science at a local university and are looking for a roommate who is also a student, preferably in a similar field of study. They enjoy socializing and are looking for someone who is friendly and outgoing. 

In terms of living habits, they prefer a balance between socializing and personal space. They are open to having guests over occasionally but also value quiet time for studying and relaxation. 

Overall, they are looking for a roommate who is easy-going, respectful, and shares similar interests in order to create a harmonious living environment."
User1266,23,Male,Pune,Vegetarian,Flexible,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Studious, respects space, loves cricket",They are currently studying Computer Science at a local university and are looking for a roommate who is focused on their studies and respects their need for personal space. They also value a roommate who shares their love for cricket and enjoys watching late-night IPL matches together.
User6447,20,Male,Pune,Eggetarian,Night owl,Messy,Yes,"Chatty and helpful, often invites friends over","Minimalist, prefers clean and peaceful room","Their hobbies/interests include gaming, watching movies, and playing sports like football and basketball. They are also a music lover and enjoy attending concerts and music festivals.

Overall, User6447 is a social and outgoing individual who values friendships and enjoys a lively and vibrant living environment."
User3986,20,Male,Kolkata,Vegetarian,Night owl,Very Clean,Yes,"Loves cooking, listens to music while studying","Quiet, non-smoker, prefers early mornings","Their hobbies include cooking, listening to music, and studying. They are looking for a roommate who is quiet, a non-smoker, and prefers early mornings."
User6170,22,Other,Lucknow,Eggetarian,Night owl,Moderately Clean,Yes,"Loves cooking, listens to music while studying",Enjoys shared meals and group chats,"🏡 Housing Preferences:  
- Looking for a shared apartment in Lucknow.  
- Budget: Moderate.  
- Prefer a non-smoking roommate.  
- Open to living with both male and female roommates.  

📚 Academic Background:  
- Currently pursuing a degree in Arts.  
- Interested in cultural studies and literature.  

🎯 Interests and Hobbies:  
- Cooking and trying out new recipes.  
- Listening to music, especially while studying.  
- Exploring local cafes and restaurants.  
- Watching movies and TV shows in their free time.  

💬 Communication Style:  
- Friendly and approachable.  
- Enjoys engaging in deep conversations and discussions.  
- Values open communication and honesty in relationships.  

👫 Roommate Compatibility:  
- Looking for a roommate who is sociable and enjoys group activities.  
- Values cleanliness and tidiness in shared living spaces.  
- Enjoys cooking and sharing meals together.  
- Respectful of each other's privacy and personal space.  

🌟 Overall, User6170 is a friendly and outgoing individual who values a harmonious living environment. They are looking for a roommate who shares similar interests and values to create a positive and enjoyable living experience."
User6848,18,Other,Pune,Non-Vegetarian,Early riser,Moderately Clean,No,"Spiritual, practices yoga, needs silence in mornings","Minimalist, prefers clean and peaceful room","Their hobbies and interests include reading, meditation, and exploring nature. They are also actively involved in volunteering and community service activities.

User6848 is a responsible and respectful individual who values a peaceful and clean living environment. They are seeking a roommate who shares similar values and preferences in order to create a harmonious living space."
User7334,23,Male,Kolkata,Eggetarian,Night owl,Moderately Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Friendly, okay with music, respects privacy",They are currently studying Computer Science at a local university and are looking for a roommate who is also a student or a working professional. They enjoy watching movies and playing video games in their free time. They are looking for a roommate who is easy-going and respectful of shared spaces.
